name,label,price,url,img,description,tracklist
Sugar Cane's Got The Blues [Vinyl] by Sugarcane Harris,1972 Release,$34.99,http://www.planetmusic33.com/sugar-canes-got-the-blues-vinyl-by-sugarcane-harris-1972-release/,http://cdn1.bigcommerce.com/server4100/gcn15dx3/products/9956/images/1986/don_sugar_cane_harris_sugar_canes_got_the_bluesmps_records2__53202.1356900211.285.365.jpg?c=2,Rare original 1972 release on BASF with near mint vinyl and a near mint LP cover (as pictured) that is frame-ready w/only minor wear that doesnt' affect the great tortured violin art. Ships in 24 hours. 5-Star Seller Guarantees Satisfaction. See our listings for other vinyl that features Sugar Cane such as early Zappa...,
What Now My Love by Herb Alpert,Still in Shrink-Wrap w/Mint Vinyl,$24.95,http://www.planetmusic33.com/what-now-my-love-by-herb-alpert-still-in-shrink-wrap-w-mint-vinyl/,http://cdn1.bigcommerce.com/server4100/gcn15dx3/products/9752/images/3236/alpertwhatlp__74809.1358371161.285.365.jpg?c=2,Still in shrink-wrap condition for this rare original A&M release (LP 114) w/Like New vinyl (both sides). LP is frame-ready w/no ring wear and no holes/slices or seam splits. 5-Star Seller Guarantees Satisfaction. See our listings for other Alpert vinyl..,
Live! In the Air Age [Vinyl] Bebop Deluxe,,$34.95,http://www.planetmusic33.com/live-in-the-air-age-vinyl-bebop-deluxe/,http://cdn1.bigcommerce.com/server4100/gcn15dx3/products/9627/images/3171/cover_23151422102008__70439.1358368997.285.365.jpg?c=2, Both black vinyl discs are Like New. Ships in 24 hours. 5-Star Seller Guarantees Satisfaction.,
"LESTER YOUNG Story, Volume 4",White Label w/Clean Vinyl,$24.95,http://www.planetmusic33.com/lester-young-story-volume-4-white-label-w-clean-vinyl/,http://cdn1.bigcommerce.com/server4100/gcn15dx3/products/9625/images/2748/Lester_Leapsmall__42671.1357375407.285.365.JPG?c=2,Rare white label promo mono vinyl with songs timing strip and radio station label on cover and gold promo stamp on back cover. This is Columbia's John Hammond collection with release no. 34843. Vinyl is like new (all four sides) and LP cover is near mint with no ring wear and no holes/slices or seam splits. See our listings for other Lester Young vinyl...,
LISTEN NOW Phil Manzanera w/Brian Eno*,1977 UK Import,$29.95,http://www.planetmusic33.com/listen-now-phil-manzanera-w-brian-eno-1977-uk-import/,http://cdn1.bigcommerce.com/server4100/gcn15dx3/products/9622/images/2286/phil_manzanera_801_listen_now1__82507.1357079919.285.365.jpg?c=2,2302 074).  Near mint vinyl that sounds great and frame-ready LP cover w/Jem Records import label.,
"I'm The Man, JOE JACKSON","Shrink-Wrap, Original Vinyl LP Release",$21.95,http://www.planetmusic33.com/im-the-man-joe-jackson-shrink-wrap-original-vinyl-lp-release/,http://cdn1.bigcommerce.com/server4100/gcn15dx3/products/9604/images/3583/joe_jackson__75187.1359594140.285.365.jpg?c=2,"Original release still in original cellophane w/no cuts or holes. Vinyl is near mint and includes custom insert sleeve w/band photos (also like new, no seam splits).  See our listings for other early Joe Jackson vinyl...",
Hours After by Sun Ra Arkestra,"'89 Italian import, Heavyweight Vinyl",$21.95,http://www.planetmusic33.com/hours-after-by-sun-ra-arkestra-89-italian-import-heavyweight-vinyl/,http://cdn1.bigcommerce.com/server4100/gcn15dx3/products/9582/images/2352/url_51__98795.1357099004.285.365.jpg?c=2,This is a rare '89 Italian import from Black Saint label. Heavyweight vinyl pressing that is VG++ w/minor surface wear not affecting play. Has been play- tested and sounds great. LP cover that is frame-ready w/no ringwear/holes/slices/seam splits. 5-Star Seller Guarantees Satisfaction. See our listings for other classic Sun Ra titles...,
"Mose Alive!,  Mose Allison","Still in Shrink-Wrap, 1966 Vinyl LP",$24.00,http://www.planetmusic33.com/mose-alive-mose-allison-still-in-shrink-wrap-1966-vinyl-lp/,http://cdn1.bigcommerce.com/server4100/gcn15dx3/products/9568/images/3137/Mose_Allison_Mose_Alive_528419__10024.1358367852.285.365.jpg?c=2,Still in shrink-wrap for this original 1966 Atlantic label stereo release SD 1450.  VG+ vinyl w/minimum surface wear not affecting play.  LP cover is frame-ready w/no ring wear and no holes/slices.  Includes Atlantic insert sleeve listing jazz titles of the era. See our listings for other rare Mose titles.  RIP Mose....,"Smashed, Seventh Son, Fool's Paradise, I Love The Life I Live, Since I Fell For You, Love For Sale, Baby Please Don't Go, That's Alright, Parchman Farm, Tell Me Somethin', The Chaser"
"Mizrab, GABOR SZABO",1973 LP with Mint Vinyl,$34.95,http://www.planetmusic33.com/mizrab-gabor-szabo-1973-lp-with-mint-vinyl/,http://cdn1.bigcommerce.com/server4100/gcn15dx3/products/9566/images/1787/100f6f0ebc0efa0c0b4ee2268c43996b_h100w600_width__20075.1356647170.285.365.jpg?c=2,"Original 1973 release CTI label release w/nearly new vinyl and frame-ready LP gate-fold cover (very minimum shelf wear w/no holes, slices or seam splits). See our listings for other rare Szabo vinyl...",
Provocative Piano [Vinyl] Dick Hyman,,$18.00,http://www.planetmusic33.com/provocative-piano-vinyl-dick-hyman/,http://cdn1.bigcommerce.com/server4100/gcn15dx3/products/9510/images/2783/hyman2__72405.1357376435.285.365.jpg?c=2,"Rare near mint condition throughout including vinyl and LP cover, which is frame-ready (nearly no visible shelf wear and no holes or slices). Cover art as pictured for this original Command Records release (RS 811 SD). 5-Star Seller Guarantees Satisfaction. See our listings for other rare jazz classics on vinyl...",
"a Swingin' Affair! , Frank Sinatra",Early Mono Capital Label Vinyl LP,$28.00,http://www.planetmusic33.com/a-swingin-affair-frank-sinatra-early-mono-capital-label-vinyl-lp/,http://cdn1.bigcommerce.com/server4100/gcn15dx3/products/9495/images/2493/51Q3CT2517L._SL500_AA300___39428.1357191545.285.365.jpg?c=2,"Near mint vinyl for this for this 1959 Capitol label high fidelity release (W803) on rainbow label. LP cover is frame-ready w/no ring wear and no holes/slices or seam splits. See our listings for many more titles from the Chairman of the Board, including three other 'swing' titles...","Night And Day, I Wish I Were In Love Again, I Got Plenty O' Nuttin', I Guess I'll Have To Change My Plan, Nice Work If You Can Get It, Stars Fell On Alabama, No One Ever Tells You, I Won't Dance, The Lonesome Road, At Long Last Love, You'd Be So Nice To Come Home To, I Got It Bad And That Ain't Good, From This Moment On, If I Had You, Oh! Look At Me Now"
"Gonna Take a Miracle , Laura Nyro and Labelle",Viny LP in Mint Condition,$26.95,http://www.planetmusic33.com/gonna-take-a-miracle-laura-nyro-and-labelle-viny-lp-in-mint-condition/,http://cdn1.bigcommerce.com/server4100/gcn15dx3/products/9482/images/2988/1872556_laura_nyro_gonna_take_a_miracle1__84400.1358266663.285.365.jpg?c=2,Great condition throughout w/nearly new vinyl and frame-ready LP cover. Columbia release KC 30987.  5-Star Seller Guarantees Satisfaction. See our listings for other LN vinyl titles...,
Buddy Miles Live,"Original Double Vinyl LP, Very Clean",$48.00,http://www.planetmusic33.com/buddy-miles-live-original-double-vinyl-lp-very-clean/,http://cdn1.bigcommerce.com/server4100/gcn15dx3/products/9463/images/1432/live_buddy_miles__53317.1355596731.285.365.jpg?c=2,"Rare nearly new vinyl for this Mercury Records release (SRM-2-7500). LP gate-fold cover has minimum shelf wear and very small pin hole.  See our listings for other rare Miles vinyl, including quadraphonic releases...",
OFFRAMP Pat Metheny,Shrink-wrap ECM Release w/Mint Vinyl,$28.77,http://www.planetmusic33.com/offramp-pat-metheny-shrink-wrap-ecm-release-w-mint-vinyl/,http://cdn1.bigcommerce.com/server4100/gcn15dx3/products/9295/images/2276/117252_2_f__26269.1357079766.285.365.jpg?c=2,Still in shrink-wrap for this ECM release with like new vinyl.  LP cover is frame-ready w/no shelf wear or cover damage. See our listings for other Metheny vinyl...,
